Symbol,Current Price,Date,Time,Change,Open,High,Low,Volume,Trade Date,Purchase Price,Quantity,Commission,High Limit,Low Limit,Comment,Transaction Type
LGN,91.41,2026/05/04,16:00 EDT,1.3150024,90.49,92.0399,89.71,1343229,20260428,78.0,1.0,,,,,SELL
LGN,91.41,2026/05/04,16:00 EDT,1.3150024,90.49,92.0399,89.71,1343229,20260306,51.22,1.0,,,,,BUY
GLXY,29.17,2026/05/04,16:00 EDT,1.0599995,28.58,29.58,28.15,5228338,20260429,25.0,1.0,,,,,SELL
GLXY,29.17,2026/05/04,16:00 EDT,1.0599995,28.58,29.58,28.15,5228338,20260309,20.37,1.0,,,,,BUY
GLXY,29.17,2026/05/04,16:00 EDT,1.0599995,28.58,29.58,28.15,5228338,20260304,24.12,2.0,,,,,BUY
XTIA,1.9,2026/05/04,16:00 EDT,-0.060000062,1.95,1.9804,1.85,947700,20260320,2.1,20.0,,,,,SELL
XTIA,1.9,2026/05/04,16:00 EDT,-0.060000062,1.95,1.9804,1.85,947700,20260113,2.1,20.0,,,,,BUY
AAOI,172.98,2026/05/04,16:00 EDT,-10.460007,187.795,189.5,172.6,10060105,20260317,89.0,1.0,,,,,SELL
AAOI,172.98,2026/05/04,16:00 EDT,-10.460007,187.795,189.5,172.6,10060105,20260221,51.13,1.0,0.11,,,,BUY
FIG,19.96,2026/05/04,16:00 EDT,1.22,18.74,20.66,18.715,19229681,20260302,29.7,2.0,0.04,,,,SELL
FIG,19.96,2026/05/04,16:00 EDT,1.22,18.74,20.66,18.715,19229681,20260221,26.07,2.0,0.11,,,,BUY
PRE,16.5,2026/05/04,16:00 EDT,-0.52000046,16.73,16.9571,16.22,124129,20260320,20.0,3.0,,,,,SELL
PRE,16.5,2026/05/04,16:00 EDT,-0.52000046,16.73,16.9571,16.22,124129,20260221,17.78,3.0,0.11,,,,BUY
VNOM,50.95,2026/05/04,16:00 EDT,1.0499992,50.0,51.11,49.78,1592859,20260501,49.7,1.0,,,,,BUY
VNOM,50.95,2026/05/04,16:00 EDT,1.0499992,50.0,51.11,49.78,1592859,20260218,44.8,1.0,0.2,,,,BUY
CGNX,56.3,2026/05/04,16:00 EDT,0.3600006,56.36,57.13,55.5,2407555,20260218,57.11,1.0,0.2,,,,BUY
SHOP,127.55,2026/05/04,16:00 EDT,-0.11999512,126.65,129.39,125.1,10914877,20260212,106.8,1.0,0.25,,,,SELL
SHOP,127.55,2026/05/04,16:00 EDT,-0.11999512,126.65,129.39,125.1,10914877,20260210,126.3,1.0,0.2,,,,BUY
CBRE,140.05,2026/05/04,16:00 EDT,-1.75999,140.93,143.96,138.97,1034185,20260204,162.48,1.0,0.35,,,,SELL
UUUU,21.62,2026/05/04,16:00 EDT,-0.039999,21.63,22.76,21.285,9969867,20260206,20.48,4.0,0.1,,,,BUY
UUUU,21.62,2026/05/04,16:00 EDT,-0.039999,21.63,22.76,21.285,9969867,20260129,24.76,1.0,0.1,,,,BUY
UUUU,21.62,2026/05/04,16:00 EDT,-0.039999,21.63,22.76,21.285,9969867,20260126,23.74,2.0,0.1,,,,BUY
OUST,28.15,2026/05/04,16:00 EDT,1.6999989,29.945,30.4,26.66,5822365,20260204,19.0,3.0,0.06,,,,SELL
OUST,28.15,2026/05/04,16:00 EDT,1.6999989,29.945,30.4,26.66,5822365,20260116,27.3,3.0,0.2,,,,BUY
FLY,33.37,2026/05/04,16:00 EDT,-0.4300003,34.0,34.48,32.35,4570849,20260121,30.0,3.0,0.2,,,,SELL
FLY,33.37,2026/05/04,16:00 EDT,-0.4300003,34.0,34.48,32.35,4570849,20260113,33.0,3.0,0.2,,,,BUY
RZLV,2.6,2026/05/04,16:00 EDT,-0.07000017,2.65,2.76,2.57,11373852,20260203,2.57,20.0,0.11,,,,SELL
RZLV,2.6,2026/05/04,16:00 EDT,-0.07000017,2.65,2.76,2.57,11373852,20260113,3.675,10.0,0.06,,,,BUY
DDD,2.34,2026/05/04,16:01 EDT,-0.03,2.36,2.38,2.29,1732936,20260112,2.47,20.0,0.08,,,,BUY
KDEF,63.0,2026/05/04,16:00 EDT,-1.75,64.0,64.5444,62.67,292757,,,,,,,,
NVDL,92.41,2026/05/04,16:00 EDT,0.19000244,93.1,95.27,88.795,7053890,,,,,,,,
PATH,10.83,2026/05/04,16:00 EDT,0.16,10.675,11.055,10.63,30643224,20260116,14.63,2.0,0.3,,,,SELL
PATH,10.83,2026/05/04,16:00 EDT,0.16,10.675,11.055,10.63,30643224,20260106,17.09,2.0,0.07,,,,BUY
RBRK,57.93,2026/05/04,16:00 EDT,2.86,55.19,58.19,55.19,2806646,20260312,54.02,2.0,,,,,SELL
RBRK,57.93,2026/05/04,16:00 EDT,2.86,55.19,58.19,55.19,2806646,20260303,53.65,2.0,0.4,,,,BUY
RR,2.45,2026/05/04,16:00 EDT,-0.07999992,2.482,2.6,2.43,7076466,,,,,,,,
VG,13.77,2026/05/04,16:00 EDT,1.04,12.94,13.81,12.76,24093086,20260309,12.0,4.0,,,,,SELL
VG,13.77,2026/05/04,16:00 EDT,1.04,12.94,13.81,12.76,24093086,20260302,11.84,4.0,0.1,,,,BUY
VG,13.77,2026/05/04,16:00 EDT,1.04,12.94,13.81,12.76,24093086,20260212,9.67,16.0,0.5,,,,SELL
VG,13.77,2026/05/04,16:00 EDT,1.04,12.94,13.81,12.76,24093086,20251222,6.47,16.0,0.5,,,,BUY
ONDS,9.73,2026/05/04,16:00 EDT,-0.59000015,10.15,10.365,9.67,46789328,20260323,10.83,15.0,0.5,,,,BUY
ONDS,9.73,2026/05/04,16:00 EDT,-0.59000015,10.15,10.365,9.67,46789328,20260312,10.19,10.0,,,,,BUY
ONDS,9.73,2026/05/04,16:00 EDT,-0.59000015,10.15,10.365,9.67,46789328,20251229,8.31,10.0,0.5,,,,SELL
ONDS,9.73,2026/05/04,16:00 EDT,-0.59000015,10.15,10.365,9.67,46789328,20251219,8.29,10.0,0.5,,,,BUY
SRFM,1.11,2026/05/04,16:00 EDT,0.00999999,1.1,1.13,1.09,3156144,20260313,1.48,10.0,,,,,BUY
SRFM,1.11,2026/05/04,16:00 EDT,0.00999999,1.1,1.13,1.09,3156144,20260311,1.98,10.0,,,,,BUY
SRFM,1.11,2026/05/04,16:00 EDT,0.00999999,1.1,1.13,1.09,3156144,20260309,1.8,10.0,,,,,BUY
SRFM,1.11,2026/05/04,16:00 EDT,0.00999999,1.1,1.13,1.09,3156144,20260204,2.07,10.0,0.04,,,,SELL
SRFM,1.11,2026/05/04,16:00 EDT,0.00999999,1.1,1.13,1.09,3156144,20260126,2.225,10.0,0.05,,,,BUY
SRFM,1.11,2026/05/04,16:00 EDT,0.00999999,1.1,1.13,1.09,3156144,20260108,3.25,20.0,0.12,,,,BUY
SRFM,1.11,2026/05/04,16:00 EDT,0.00999999,1.1,1.13,1.09,3156144,20251230,1.89,30.0,0.5,,,,SELL
SRFM,1.11,2026/05/04,16:00 EDT,0.00999999,1.1,1.13,1.09,3156144,20251218,1.85,30.0,0.5,,,,BUY
TE,5.1,2026/05/04,16:00 EDT,-0.0500002,5.15,5.23,4.94,10663954,20260304,7.05,5.0,,,,,BUY
TE,5.1,2026/05/04,16:00 EDT,-0.0500002,5.15,5.23,4.94,10663954,20260106,8.68,5.0,0.5,,,,BUY
TE,5.1,2026/05/04,16:00 EDT,-0.0500002,5.15,5.23,4.94,10663954,20251226,6.9,10.0,0.5,,,,SELL
TE,5.1,2026/05/04,16:00 EDT,-0.0500002,5.15,5.23,4.94,10663954,20251218,6.28,10.0,0.5,,,,BUY
NVTS,15.92,2026/05/04,16:00 EDT,-1.5300007,17.73,17.9999,15.82,27008304,20251230,7.37,10.0,0.5,,,,SELL
NVTS,15.92,2026/05/04,16:00 EDT,-1.5300007,17.73,17.9999,15.82,27008304,20251209,9.6,10.0,0.5,,,,BUY
CNP,43.32,2026/05/04,16:00 EDT,-0.0299988,43.09,43.595,42.84,2671616,20251212,37.5,2.0,0.75,,,,SELL
CNP,43.32,2026/05/04,16:00 EDT,-0.0299988,43.09,43.595,42.84,2671616,20251204,38.7,2.0,0.75,,,,BUY
AMTM,25.76,2026/05/04,16:00 EDT,0.110001,25.62,26.3799,25.52,807026,20260211,32.15,3.0,0.5,,,,SELL
AMTM,25.76,2026/05/04,16:00 EDT,0.110001,25.62,26.3799,25.52,807026,20260209,36.59,3.0,0.2,,,,BUY
AMTM,25.76,2026/05/04,16:00 EDT,0.110001,25.62,26.3799,25.52,807026,20251126,30.6,3.0,0.5,,,,BUY
OPEN,5.13,2026/05/04,16:00 EDT,-0.30999994,5.39,5.43,5.07,29678508,20251212,6.91,14.0,0.75,,,,SELL
OPEN,5.13,2026/05/04,16:00 EDT,-0.30999994,5.39,5.43,5.07,29678508,20251121,6.96,14.0,0.75,,,,BUY
ASPI,5.16,2026/05/04,16:00 EDT,0.009999752,5.155,5.345,5.05,2687561,20260309,5.45,5.0,,,,,BUY
ASPI,5.16,2026/05/04,16:00 EDT,0.009999752,5.155,5.345,5.05,2687561,20260116,7.7,10.0,0.15,,,,BUY
ASPI,5.16,2026/05/04,16:00 EDT,0.009999752,5.155,5.345,5.05,2687561,20251210,5.97,8.0,0.5,,,,SELL
ASPI,5.16,2026/05/04,16:00 EDT,0.009999752,5.155,5.345,5.05,2687561,20251120,6.88,8.0,0.5,,,yp,BUY
PL,38.54,2026/05/04,16:00 EDT,1.64,37.04,39.27,35.83,7912680,20260319,24.0,1.0,,,,,SELL
PL,38.54,2026/05/04,16:00 EDT,1.64,37.04,39.27,35.83,7912680,20260305,24.79,1.0,,,,,BUY
PL,38.54,2026/05/04,16:00 EDT,1.64,37.04,39.27,35.83,7912680,20260129,26.0,1.0,0.1,,,,BUY
PL,38.54,2026/05/04,16:00 EDT,1.64,37.04,39.27,35.83,7912680,20251217,17.47,9.0,0.5,,,,SELL
PL,38.54,2026/05/04,16:00 EDT,1.64,37.04,39.27,35.83,7912680,20251105,13.0,9.0,0.5,,,,BUY
IREN,49.48,2026/05/04,16:00 EDT,3.8199997,46.24,51.29,46.13,42275623,20251231,38.5,2.0,0.5,,,,SELL
IREN,49.48,2026/05/04,16:00 EDT,3.8199997,46.24,51.29,46.13,42275623,20251229,39.76,6.0,0.6,,,,SELL
IREN,49.48,2026/05/04,16:00 EDT,3.8199997,46.24,51.29,46.13,42275623,20251204,45.45,2.0,0.5,,,,BUY
IREN,49.48,2026/05/04,16:00 EDT,3.8199997,46.24,51.29,46.13,42275623,20251126,48.8,2.0,0.5,,,,BUY
IREN,49.48,2026/05/04,16:00 EDT,3.8199997,46.24,51.29,46.13,42275623,20251120,49.45,2.0,0.5,,,,BUY
IREN,49.48,2026/05/04,16:00 EDT,3.8199997,46.24,51.29,46.13,42275623,20251105,66.63,2.0,0.5,,,,BUY
SE,85.41,2026/05/04,16:00 EDT,-0.789993,86.2,87.47,84.37,2072100,20260130,118.0,1.0,0.25,,,,SELL
SE,85.41,2026/05/04,16:00 EDT,-0.789993,86.2,87.47,84.37,2072100,20260105,141.0,1.0,0.75,,,,BUY
SE,85.41,2026/05/04,16:00 EDT,-0.789993,86.2,87.47,84.37,2072100,20251230,129.0,1.0,0.5,,,,SELL
SE,85.41,2026/05/04,16:00 EDT,-0.789993,86.2,87.47,84.37,2072100,20251031,156.0,1.0,0.5,,,,BUY
META,610.41,2026/05/04,16:00 EDT,1.664978,607.935,614.0,602.7501,16126242,20260429,673.0,0.7,,,,,BUY
META,610.41,2026/05/04,16:00 EDT,1.664978,607.935,614.0,602.7501,16126242,20260323,603.37,0.3,0.5,,,,BUY
META,610.41,2026/05/04,16:00 EDT,1.664978,607.935,614.0,602.7501,16126242,20260206,663.0,0.3,0.3,,,,SELL
META,610.41,2026/05/04,16:00 EDT,1.664978,607.935,614.0,602.7501,16126242,20260114,622.0,0.3,0.39,,,,SELL
META,610.41,2026/05/04,16:00 EDT,1.664978,607.935,614.0,602.7501,16126242,20251104,630.0,0.3,0.75,,,,BUY
META,610.41,2026/05/04,16:00 EDT,1.664978,607.935,614.0,602.7501,16126242,20251030,656.0,0.3,0.75,,,,BUY
MU,576.45,2026/05/04,16:00 EDT,34.23999,560.88,592.77,557.79,44949559,20260428,501.0,0.4,,,,,SELL
MU,576.45,2026/05/04,16:00 EDT,34.23999,560.88,592.77,557.79,44949559,20260326,382.0,0.5,,,,,BUY
MU,576.45,2026/05/04,16:00 EDT,34.23999,560.88,592.77,557.79,44949559,20260323,429.0,0.5,,,,,BUY
MU,576.45,2026/05/04,16:00 EDT,34.23999,560.88,592.77,557.79,44949559,20260204,408.0,1.0,0.4,,,,SELL
MU,576.45,2026/05/04,16:00 EDT,34.23999,560.88,592.77,557.79,44949559,20251022,198.0,1.0,0.75,,,,BUY
TEM,55.81,2026/05/04,16:00 EDT,0.80000305,54.55,56.26,54.1,4085610,20260302,58.6,1.0,0.02,,,,BUY
TEM,55.81,2026/05/04,16:00 EDT,0.80000305,54.55,56.26,54.1,4085610,20251231,59.7,1.0,0.5,,,,SELL
TEM,55.81,2026/05/04,16:00 EDT,0.80000305,54.55,56.26,54.1,4085610,20251229,61.5,2.0,0.5,,,,SELL
TEM,55.81,2026/05/04,16:00 EDT,0.80000305,54.55,56.26,54.1,4085610,20251204,73.3,1.0,0.5,,,,BUY
TEM,55.81,2026/05/04,16:00 EDT,0.80000305,54.55,56.26,54.1,4085610,20251105,80.6,2.0,0.5,,,,BUY
CRDO,180.06,2026/05/04,16:00 EDT,-4.3200073,187.23,188.2,178.88,3620371,20260428,170.0,1.0,,,,,SELL
CRDO,180.06,2026/05/04,16:00 EDT,-4.3200073,187.23,188.2,178.88,3620371,20251022,137.0,1.0,0.75,,,,SELL
CRDO,180.06,2026/05/04,16:00 EDT,-4.3200073,187.23,188.2,178.88,3620371,20251020,152.2,1.0,0.75,,,,BUY
ORCL,180.29,2026/05/04,16:04 EDT,8.45999,176.02,183.5,174.265,31235336,20260501,173.0,1.0,,,,,BUY
ORCL,180.29,2026/05/04,16:04 EDT,8.45999,176.02,183.5,174.265,31235336,20251104,247.0,1.0,0.75,,,,SELL
ORCL,180.29,2026/05/04,16:04 EDT,8.45999,176.02,183.5,174.265,31235336,20251013,306.5,1.0,0.8,,,,BUY
MP,66.2,2026/05/04,16:00 EDT,-0.43,69.0,69.7,65.6455,6139577,20260501,65.9,2.0,,,,,BUY
MP,66.2,2026/05/04,16:00 EDT,-0.43,69.0,69.7,65.6455,6139577,20260428,62.6,1.0,,,,,SELL
MP,66.2,2026/05/04,16:00 EDT,-0.43,69.0,69.7,65.6455,6139577,20260129,61.45,1.0,0.1,,,,BUY
MP,66.2,2026/05/04,16:00 EDT,-0.43,69.0,69.7,65.6455,6139577,20251022,69.0,3.0,0.75,,,,SELL
MP,66.2,2026/05/04,16:00 EDT,-0.43,69.0,69.7,65.6455,6139577,20251013,89.22,3.0,0.55,,,,BUY
AMZN,272.05,2026/05/04,16:00 EDT,3.6299744,268.995,276.1,268.822,48861402,20251011,218.0,1.0,0.75,,,,SELL
AMZN,272.05,2026/05/04,16:00 EDT,3.6299744,268.995,276.1,268.822,48861402,20251008,225.38,1.0,0.75,,,,BUY
PLUG,3.13,2026/05/04,16:00 EDT,0.03000021,3.0827,3.23,3.07,50061495,20251007,3.81,30.0,0.75,,,,SELL
PLUG,3.13,2026/05/04,16:00 EDT,0.03000021,3.0827,3.23,3.07,50061495,20251003,3.74,30.0,0.75,,,,BUY
CIFR,17.89,2026/05/04,16:00 EDT,0.8499985,17.12,18.21,17.08,23036751,20251011,17.89,8.0,0.75,,,,SELL
CIFR,17.89,2026/05/04,16:00 EDT,0.8499985,17.12,18.21,17.08,23036751,20251003,14.17,8.0,,,,,BUY
AVGO,416.5,2026/05/04,16:00 EDT,-4.779999,418.27,423.83,409.53,15083748,20260114,350.0,1.0,0.7,,,,SELL
AVGO,416.5,2026/05/04,16:00 EDT,-4.779999,418.27,423.83,409.53,15083748,20260109,332.0,1.0,0.7,,,,BUY
AVGO,416.5,2026/05/04,16:00 EDT,-4.779999,418.27,423.83,409.53,15083748,20251007,330.13,1.0,0.87,,,,SELL
AVGO,416.5,2026/05/04,16:00 EDT,-4.779999,418.27,423.83,409.53,15083748,20251001,335.5,1.0,0.9,,,,BUY
JD,30.04,2026/05/04,16:00 EDT,0.08000183,29.8637,30.3699,29.8637,6805971,20251007,35.25,3.0,0.75,,,,SELL
JD,30.04,2026/05/04,16:00 EDT,0.08000183,29.8637,30.3699,29.8637,6805971,20250911,34.19,3.0,0.75,,,,BUY
LMND,55.05,2026/05/04,16:00 EDT,-1.61,56.66,57.305,54.83,1875968,20260316,56.05,1.0,0.1,,,,BUY
LMND,55.05,2026/05/04,16:00 EDT,-1.61,56.66,57.305,54.83,1875968,20260113,82.33,1.0,0.7,,,,SELL
LMND,55.05,2026/05/04,16:00 EDT,-1.61,56.66,57.305,54.83,1875968,20260107,81.28,1.0,0.17,,,,BUY
LMND,55.05,2026/05/04,16:00 EDT,-1.61,56.66,57.305,54.83,1875968,20251230,71.0,3.0,0.75,,,,SELL
LMND,55.05,2026/05/04,16:00 EDT,-1.61,56.66,57.305,54.83,1875968,20250909,54.29,3.0,0.75,,,,BUY
CRWV,125.43,2026/05/04,16:00 EDT,6.419998,121.5,129.97,121.4174,29697345,20251229,75.35,1.0,0.75,,,,SELL
CRWV,125.43,2026/05/04,16:00 EDT,6.419998,121.5,129.97,121.4174,29697345,20251229,75.5,2.0,0.75,,,,SELL
CRWV,125.43,2026/05/04,16:00 EDT,6.419998,121.5,129.97,121.4174,29697345,20251205,87.1,1.0,0.75,,,,BUY
CRWV,125.43,2026/05/04,16:00 EDT,6.419998,121.5,129.97,121.4174,29697345,20250827,95.6,2.0,0.75,,,,BUY
NFLX,91.02,2026/05/04,16:00 EDT,-1.0400009,92.06,92.33,90.915,25836029,20250930,1187.0,0.1,0.75,,,,SELL
NFLX,91.02,2026/05/04,16:00 EDT,-1.0400009,92.06,92.33,90.915,25836029,20250820,1206.73,0.1,0.75,,,,BUY
NVO,44.39,2026/05/04,16:00 EDT,0.509998,44.15,44.58,43.8437,17699638,20251022,53.0,2.0,0.75,,,,SELL
NVO,44.39,2026/05/04,16:00 EDT,0.509998,44.15,44.58,43.8437,17699638,20250813,51.0,2.0,0.75,,,,BUY
ZETA,18.46,2026/05/04,16:01 EDT,-0.140001,18.52,18.86,17.94,11908742,20260120,19.65,10.0,0.42,,,,SELL
ZETA,18.46,2026/05/04,16:01 EDT,-0.140001,18.52,18.86,17.94,11908742,20250917,20.74,5.0,0.75,,,,BUY
ZETA,18.46,2026/05/04,16:01 EDT,-0.140001,18.52,18.86,17.94,11908742,20250801,14.98,5.0,0.75,,,,BUY
ZETA,18.46,2026/05/04,16:01 EDT,-0.140001,18.52,18.86,17.94,11908742,20250722,15.38,5.0,0.76,,,,SELL
ZETA,18.46,2026/05/04,16:01 EDT,-0.140001,18.52,18.86,17.94,11908742,20250624,16.12,5.0,0.76,,,,BUY
OSCR,18.57,2026/05/04,16:00 EDT,0.0799999,18.6,18.78,18.05,4892484,20260204,13.65,7.0,0.2,,,,SELL
OSCR,18.57,2026/05/04,16:00 EDT,0.0799999,18.6,18.78,18.05,4892484,20250604,14.24,7.0,0.76,,,,BUY
RGTI,17.7,2026/05/04,16:00 EDT,0.1800003,17.52,18.6486,17.329,27765148,20250512,10.62,10.0,0.76,,,,SELL
RGTI,17.7,2026/05/04,16:00 EDT,0.1800003,17.52,18.6486,17.329,27765148,20250509,10.42,10.0,0.76,,,,BUY
MSTR,183.8,2026/05/04,16:00 EDT,6.630005,181.1185,186.0,178.5,17621655,20260501,178.6,1.0,,,,,BUY
MSTR,183.8,2026/05/04,16:00 EDT,6.630005,181.1185,186.0,178.5,17621655,20260428,160.0,1.0,,,,,SELL
MSTR,183.8,2026/05/04,16:00 EDT,6.630005,181.1185,186.0,178.5,17621655,20260319,135.0,1.0,,,,,SELL
MSTR,183.8,2026/05/04,16:00 EDT,6.630005,181.1185,186.0,178.5,17621655,20260317,149.0,1.0,,,,,BUY
MSTR,183.8,2026/05/04,16:00 EDT,6.630005,181.1185,186.0,178.5,17621655,20260313,146.13,1.0,0.5,,,,BUY
MSTR,183.8,2026/05/04,16:00 EDT,6.630005,181.1185,186.0,178.5,17621655,20251229,156.51,1.0,0.75,,,,SELL
MSTR,183.8,2026/05/04,16:00 EDT,6.630005,181.1185,186.0,178.5,17621655,20251113,210.0,1.0,1.0,,,,SELL
MSTR,183.8,2026/05/04,16:00 EDT,6.630005,181.1185,186.0,178.5,17621655,20250408,255.0,1.0,0.76,,,,BUY
MSTR,183.8,2026/05/04,16:00 EDT,6.630005,181.1185,186.0,178.5,17621655,20250303,254.0,1.0,,,,,BUY
SMR,12.18,2026/05/04,16:01 EDT,0.04,12.11,12.48,11.9,19080530,20260204,16.88,5.0,0.18,,,,SELL
SMR,12.18,2026/05/04,16:01 EDT,0.04,12.11,12.48,11.9,19080530,20260107,19.84,5.0,0.21,,,,BUY
SMR,12.18,2026/05/04,16:01 EDT,0.04,12.11,12.48,11.9,19080530,20251212,19.74,4.0,0.5,,,,SELL
SMR,12.18,2026/05/04,16:01 EDT,0.04,12.11,12.48,11.9,19080530,20251210,20.88,5.0,0.5,,,,SELL
SMR,12.18,2026/05/04,16:01 EDT,0.04,12.11,12.48,11.9,19080530,20251126,18.8,4.0,0.5,,,,BUY
SMR,12.18,2026/05/04,16:01 EDT,0.04,12.11,12.48,11.9,19080530,20250813,40.0,5.0,0.75,,,,SELL
SMR,12.18,2026/05/04,16:01 EDT,0.04,12.11,12.48,11.9,19080530,20250508,16.94,5.0,0.76,,,,BUY
CEG,321.05,2026/05/04,16:00 EDT,13.23999,308.78,325.4199,308.78,2783187,20260410,280.25,1.0,0.5,,,,BUY
CEG,321.05,2026/05/04,16:00 EDT,13.23999,308.78,325.4199,308.78,2783187,20260109,321.81,1.0,0.6,,,,SELL
CEG,321.05,2026/05/04,16:00 EDT,13.23999,308.78,325.4199,308.78,2783187,20250917,320.9,1.0,0.84,,,,BUY
CEG,321.05,2026/05/04,16:00 EDT,13.23999,308.78,325.4199,308.78,2783187,20250506,258.0,1.0,0.76,,,,SELL
CEG,321.05,2026/05/04,16:00 EDT,13.23999,308.78,325.4199,308.78,2783187,20250505,235.32,1.0,0.76,,,,BUY
QCOM,168.38,2026/05/04,16:00 EDT,-8.654999,177.22,180.49,166.8305,22767509,,,,,,,,
NBIS,176.42,2026/05/04,16:00 EDT,21.929993,160.39,179.4,159.71,24644671,20260428,137.0,1.0,,,,,SELL
NBIS,176.42,2026/05/04,16:00 EDT,21.929993,160.39,179.4,159.71,24644671,20260316,125.0,1.0,0.2,,,,SELL
NBIS,176.42,2026/05/04,16:00 EDT,21.929993,160.39,179.4,159.71,24644671,20260120,100.9,2.0,0.42,,,,SELL
NBIS,176.42,2026/05/04,16:00 EDT,21.929993,160.39,179.4,159.71,24644671,20251231,83.53,1.0,0.75,,,,SELL
NBIS,176.42,2026/05/04,16:00 EDT,21.929993,160.39,179.4,159.71,24644671,20251231,83.53,1.0,0.75,,,,SELL
NBIS,176.42,2026/05/04,16:00 EDT,21.929993,160.39,179.4,159.71,24644671,20251107,108.0,1.0,0.75,,,,BUY
NBIS,176.42,2026/05/04,16:00 EDT,21.929993,160.39,179.4,159.71,24644671,20250917,94.5,1.0,0.75,,,,BUY
NBIS,176.42,2026/05/04,16:00 EDT,21.929993,160.39,179.4,159.71,24644671,20250903,66.0,2.0,0.75,,,,BUY
NBIS,176.42,2026/05/04,16:00 EDT,21.929993,160.39,179.4,159.71,24644671,20250722,49.01,4.0,0.76,,,,SELL
NBIS,176.42,2026/05/04,16:00 EDT,21.929993,160.39,179.4,159.71,24644671,20250430,23.0,5.0,0.76,,,,BUY
NBIS,176.42,2026/05/04,16:00 EDT,21.929993,160.39,179.4,159.71,24644671,20250415,21.2,4.0,0.76,,,,BUY
OKLO,68.6,2026/05/04,16:00 EDT,-1.8,70.454,72.3,68.5,8805624,,,,,,,,
AMPX,20.38,2026/05/04,16:00 EDT,-0.490002,21.38,21.47,19.81,4786026,20250512,2.61,40.0,0.76,,,,SELL
AMPX,20.38,2026/05/04,16:00 EDT,-0.490002,21.38,21.47,19.81,4786026,20250430,2.3,40.0,0.76,,,,BUY
AMPX,20.38,2026/05/04,16:00 EDT,-0.490002,21.38,21.47,19.81,4786026,20250404,2.35,40.0,0.75,,,,SELL
AMPX,20.38,2026/05/04,16:00 EDT,-0.490002,21.38,21.47,19.81,4786026,20250402,2.71,40.0,0.76,,,,BUY
IONQ,45.75,2026/05/04,16:00 EDT,-0.450001,46.53,49.14,45.31,26119603,,,,,,,,
MSTX,39.45,2026/05/04,16:00 EDT,2.8500023,38.04,40.24,37.1501,2749723,,,,,,,,
BOTZ,38.38,2026/05/04,16:00 EDT,-0.2199974,38.53,38.815,38.14,1884450,,,,,,,,
UBER,73.93,2026/05/04,16:00 EDT,-1.19,74.925,75.3214,73.5201,12251439,20250512,86.43,1.0,0.75,,,,SELL
UBER,73.93,2026/05/04,16:00 EDT,-1.19,74.925,75.3214,73.5201,12251439,20250224,76.3,1.0,0.75,,,,BUY
GLD,414.71,2026/05/04,16:00 EDT,-8.47,418.84,420.86,413.2801,7205884,,,,,,,,
HOOD,76.55,2026/05/04,16:00 EDT,2.8899994,74.66,78.29,74.66,29188032,20260320,79.0,1.0,,,,,SELL
