Symbol,Current Price,Date,Time,Change,Open,High,Low,Volume,Trade Date,Purchase Price,Quantity,Commission,High Limit,Low Limit,Comment,Transaction Type
NBIS,176.42,2026/05/04,16:00 EDT,21.929993,160.39,179.4,159.71,24644671,20250429,23.81,5.0,1.0,,,,SELL
NBIS,176.42,2026/05/04,16:00 EDT,21.929993,160.39,179.4,159.71,24644671,20250319,26.92,2.0,0.5,,,,BUY
NBIS,176.42,2026/05/04,16:00 EDT,21.929993,160.39,179.4,159.71,24644671,20250103,31.0,1.0,0.3,,,,BUY
NBIS,176.42,2026/05/04,16:00 EDT,21.929993,160.39,179.4,159.71,24644671,20241204,32.64,2.0,0.6,,,,BUY
SOFI270115C00040000,0.38,2026/05/04,15:44 EDT,-0.03999999,0.4,0.41,0.38,74,20260414,0.51,1.0,,,,,BUY
SOFI270115C00040000,0.38,2026/05/04,15:44 EDT,-0.03999999,0.4,0.41,0.38,74,20260303,0.91,1.0,1.0,,,,BUY
SOFI270115C00040000,0.38,2026/05/04,15:44 EDT,-0.03999999,0.4,0.41,0.38,74,20260206,1.41,1.0,1.0,,,,BUY
SOFI270115C00040000,0.38,2026/05/04,15:44 EDT,-0.03999999,0.4,0.41,0.38,74,20260130,1.85,1.0,1.0,,,,BUY
SOFI270115C00040000,0.38,2026/05/04,15:44 EDT,-0.03999999,0.4,0.41,0.38,74,20260106,3.41,1.0,1.0,,,,BUY
SOFI270115C00040000,0.38,2026/05/04,15:44 EDT,-0.03999999,0.4,0.41,0.38,74,20251114,6.56,1.0,1.0,,,,BUY
GLD,414.71,2026/05/04,16:00 EDT,-8.47,418.84,420.86,413.2801,7205884,20260415,443.0,1.0,1.0,,,,SELL
GLD,414.71,2026/05/04,16:00 EDT,-8.47,418.84,420.86,413.2801,7205884,20260409,440.2,1.0,,,,,BUY
GLD,414.71,2026/05/04,16:00 EDT,-8.47,418.84,420.86,413.2801,7205884,20260330,416.0,1.0,1.0,,,,SELL
GLD,414.71,2026/05/04,16:00 EDT,-8.47,418.84,420.86,413.2801,7205884,20260323,405.0,1.0,1.0,,,,BUY
GLD,414.71,2026/05/04,16:00 EDT,-8.47,418.84,420.86,413.2801,7205884,20260305,466.0,1.0,1.0,,,,SELL
GLD,414.71,2026/05/04,16:00 EDT,-8.47,418.84,420.86,413.2801,7205884,20260218,450.0,0.5,1.0,,,,BUY
GLD,414.71,2026/05/04,16:00 EDT,-8.47,418.84,420.86,413.2801,7205884,20260130,465.0,0.2,0.9,,,,SELL
GLD,414.71,2026/05/04,16:00 EDT,-8.47,418.84,420.86,413.2801,7205884,20260123,455.0,0.2,0.9,,,,BUY
ZETA270115C00030000,1.48,2026/05/04,14:58 EDT,-0.09000003,1.5,1.79,1.4,109,20260113,4.85,1.0,1.0,,,,SELL
ZETA270115C00030000,1.48,2026/05/04,14:58 EDT,-0.09000003,1.5,1.79,1.4,109,20251121,2.7,1.0,,,,,BUY
ZETA270115C00030000,1.48,2026/05/04,14:58 EDT,-0.09000003,1.5,1.79,1.4,109,20250818,3.49,1.0,1.05,,,,BUY
OSCR270115C00030000,1.77,2026/05/04,15:22 EDT,-0.17000008,1.92,1.92,1.7,83,20260417,1.24,1.0,1.0,,,,BUY
OSCR270115C00030000,1.77,2026/05/04,15:22 EDT,-0.17000008,1.92,1.92,1.7,83,20251119,2.5,1.0,1.0,,,,BUY
OSCR270115C00030000,1.77,2026/05/04,15:22 EDT,-0.17000008,1.92,1.92,1.7,83,20250820,3.37,1.0,1.0,,,,BUY
CRWD,469.24,2026/05/04,16:00 EDT,13.599976,458.83,471.81,455.4001,2133696,20260423,453.0,0.3,1.0,,,,SELL
CRWD,469.24,2026/05/04,16:00 EDT,13.599976,458.83,471.81,455.4001,2133696,20260319,430.0,1.0,1.0,,,,SELL
CRWD,469.24,2026/05/04,16:00 EDT,13.599976,458.83,471.81,455.4001,2133696,20260223,349.0,0.2,0.8,,,,BUY
CRWD,469.24,2026/05/04,16:00 EDT,13.599976,458.83,471.81,455.4001,2133696,20260218,418.24,0.3,1.0,,,,BUY
CRWD,469.24,2026/05/04,16:00 EDT,13.599976,458.83,471.81,455.4001,2133696,20260212,411.0,0.4,1.0,,,,SELL
XLP,83.54,2026/05/04,16:00 EDT,-0.629997,83.535,84.35,83.14,12572710,20260305,86.38,2.0,1.0,,,,SELL
XLP,83.54,2026/05/04,16:00 EDT,-0.629997,83.535,84.35,83.14,12572710,20260212,89.92,1.0,0.9,,,,BUY
XLP,83.54,2026/05/04,16:00 EDT,-0.629997,83.535,84.35,83.14,12572710,20260211,88.26,1.0,0.9,,,,BUY
SQQQ,50.51,2026/05/04,16:00 EDT,0.2899971,50.11,51.43,49.65,50265742,20260502,50.4,3.0,,,,,BUY
SQQQ,50.51,2026/05/04,16:00 EDT,0.2899971,50.11,51.43,49.65,50265742,20260401,78.85,2.0,1.0,,,,SELL
SQQQ,50.51,2026/05/04,16:00 EDT,0.2899971,50.11,51.43,49.65,50265742,20260401,78.85,3.0,1.0,,,,SELL
SQQQ,50.51,2026/05/04,16:00 EDT,0.2899971,50.11,51.43,49.65,50265742,20260324,79.0,2.0,1.0,,,,BUY
SQQQ,50.51,2026/05/04,16:00 EDT,0.2899971,50.11,51.43,49.65,50265742,20260323,77.0,1.0,1.0,,,,BUY
SQQQ,50.51,2026/05/04,16:00 EDT,0.2899971,50.11,51.43,49.65,50265742,20260321,78.52,8.0,1.0,,,,SELL
SQQQ,50.51,2026/05/04,16:00 EDT,0.2899971,50.11,51.43,49.65,50265742,20260321,80.8,1.0,1.0,,,,BUY
SQQQ,50.51,2026/05/04,16:00 EDT,0.2899971,50.11,51.43,49.65,50265742,20260319,77.2,5.0,1.0,,,,BUY
SQQQ,50.51,2026/05/04,16:00 EDT,0.2899971,50.11,51.43,49.65,50265742,20260313,74.7,4.0,,,,,BUY
SQQQ,50.51,2026/05/04,16:00 EDT,0.2899971,50.11,51.43,49.65,50265742,20260303,72.52,1.0,1.0,,,,SELL
SQQQ,50.51,2026/05/04,16:00 EDT,0.2899971,50.11,51.43,49.65,50265742,20260227,71.75,1.0,0.7,,,,BUY
SQQQ,50.51,2026/05/04,16:00 EDT,0.2899971,50.11,51.43,49.65,50265742,20260225,68.58,3.0,1.0,,,,SELL
SQQQ,50.51,2026/05/04,16:00 EDT,0.2899971,50.11,51.43,49.65,50265742,20260211,69.25,3.0,1.0,,,,BUY
SQQQ,50.51,2026/05/04,16:00 EDT,0.2899971,50.11,51.43,49.65,50265742,20260206,72.79,1.0,0.7,,,,SELL
SQQQ,50.51,2026/05/04,16:00 EDT,0.2899971,50.11,51.43,49.65,50265742,20260204,71.58,1.0,0.7,,,,BUY
SQQQ,50.51,2026/05/04,16:00 EDT,0.2899971,50.11,51.43,49.65,50265742,20260129,66.16,1.0,0.66,,,,SELL
SQQQ,50.51,2026/05/04,16:00 EDT,0.2899971,50.11,51.43,49.65,50265742,20260124,66.23,1.0,0.7,,,,BUY
IBKR,81.72,2026/05/04,16:00 EDT,1.2600021,80.8,82.24,80.455,3341067,20251101,49.21,1.8241,,,,,BUY
IBKR,81.72,2026/05/04,16:00 EDT,1.2600021,80.8,82.24,80.455,3341067,20250512,194.4,0.5,1.0,,,,SELL
IBKR,81.72,2026/05/04,16:00 EDT,1.2600021,80.8,82.24,80.455,3341067,20241202,191.88,0.1088,0.1,,,,BUY
IBKR,81.72,2026/05/04,16:00 EDT,1.2600021,80.8,82.24,80.455,3341067,20240819,120.9,0.0664,0.1,,,,BUY
IBKR,81.72,2026/05/04,16:00 EDT,1.2600021,80.8,82.24,80.455,3341067,20240701,122.54,0.0803,0.1,,,,BUY
IBKR,81.72,2026/05/04,16:00 EDT,1.2600021,80.8,82.24,80.455,3341067,20240403,114.58,0.0439,0.1,,,,BUY
APP,475.0,2026/05/04,16:00 EDT,15.0,466.949,483.55,462.05,3709972,20260423,468.0,0.3,1.0,,,,SELL
APP,475.0,2026/05/04,16:00 EDT,15.0,466.949,483.55,462.05,3709972,20260422,478.0,0.3,1.0,,,,BUY
APP,475.0,2026/05/04,16:00 EDT,15.0,466.949,483.55,462.05,3709972,20260312,461.0,0.6,1.0,,,,SELL
APP,475.0,2026/05/04,16:00 EDT,15.0,466.949,483.55,462.05,3709972,20260305,504.7,0.3,1.0,,,,BUY
APP,475.0,2026/05/04,16:00 EDT,15.0,466.949,483.55,462.05,3709972,20260218,405.0,0.3,1.0,,,,BUY
APP,475.0,2026/05/04,16:00 EDT,15.0,466.949,483.55,462.05,3709972,20260204,402.22,0.3,1.0,,,,SELL
APP,475.0,2026/05/04,16:00 EDT,15.0,466.949,483.55,462.05,3709972,20260130,496.0,0.1,0.5,,,,BUY
APP,475.0,2026/05/04,16:00 EDT,15.0,466.949,483.55,462.05,3709972,20260123,530.44,0.2,1.0,,,,BUY
APP,475.0,2026/05/04,16:00 EDT,15.0,466.949,483.55,462.05,3709972,20251217,667.0,0.2,1.0,,,,SELL
APP,475.0,2026/05/04,16:00 EDT,15.0,466.949,483.55,462.05,3709972,20251212,685.0,0.2,1.0,,,,BUY
APP,475.0,2026/05/04,16:00 EDT,15.0,466.949,483.55,462.05,3709972,20250502,307.58,0.8,1.0,,,,SELL
APP,475.0,2026/05/04,16:00 EDT,15.0,466.949,483.55,462.05,3709972,20250408,255.45,0.4,1.0,,,,BUY
APP,475.0,2026/05/04,16:00 EDT,15.0,466.949,483.55,462.05,3709972,20250324,326.46,0.4,1.0,,,,BUY
APP,475.0,2026/05/04,16:00 EDT,15.0,466.949,483.55,462.05,3709972,20240918,121.29,1.0,1.0,,,,SELL
APP,475.0,2026/05/04,16:00 EDT,15.0,466.949,483.55,462.05,3709972,20240822,87.49,1.0,0.87,,,,BUY
COWZ,63.24,2026/05/04,16:00 EDT,-0.299999,63.43,63.705,63.09,939669,20260304,64.5,4.0,1.0,,,,SELL
COWZ,63.24,2026/05/04,16:00 EDT,-0.299999,63.43,63.705,63.09,939669,20260210,64.05,2.0,1.0,,,,BUY
FRDM,63.07,2026/05/04,16:00 EDT,-0.0699997,63.84,64.0,62.5516,332293,20260319,54.6,2.0,1.0,,,,SELL
FRDM,63.07,2026/05/04,16:00 EDT,-0.0699997,63.84,64.0,62.5516,332293,20260212,61.13,2.0,1.0,,,,BUY
VOLT,40.61,2026/05/04,16:00 EDT,-0.09000015,40.83,41.175,40.43,383674,20260306,33.3,3.0,1.0,,,,SELL
VOLT,40.61,2026/05/04,16:00 EDT,-0.09000015,40.83,41.175,40.43,383674,20260212,35.5,3.0,1.0,,,,BUY
INDA,48.63,2026/05/04,16:00 EDT,-0.489998,48.78,49.02,48.495,5244257,20260319,47.0,2.0,1.0,,,,SELL
INDA,48.63,2026/05/04,16:00 EDT,-0.489998,48.78,49.02,48.495,5244257,20260212,53.53,2.0,1.0,,,,BUY
XLF,51.58,2026/05/04,16:00 EDT,-0.339996,51.78,52.19,51.49,44357665,20260309,49.66,2.0,1.0,,,,SELL
XLF,51.58,2026/05/04,16:00 EDT,-0.339996,51.78,52.19,51.49,44357665,20260309,49.65,2.0,1.0,,,,SELL
XLF,51.58,2026/05/04,16:00 EDT,-0.339996,51.78,52.19,51.49,44357665,20260221,52.5,2.0,1.0,,,,BUY
DLO270115C00021470,0.95,2026/05/04,11:21 EDT,0.13,0.95,0.95,0.95,2,20250819,2.36,1.0,1.0,,,,BUY
TQQQ,64.91,2026/05/04,16:00 EDT,-0.3899994,65.46,66.05,63.78,60031824,20260428,60.0,4.0,1.0,,,,SELL
TQQQ,64.91,2026/05/04,16:00 EDT,-0.3899994,65.46,66.05,63.78,60031824,20260422,58.7,2.0,1.0,,,,BUY
TQQQ,64.91,2026/05/04,16:00 EDT,-0.3899994,65.46,66.05,63.78,60031824,20260420,58.08,3.0,1.0,,,,SELL
TQQQ,64.91,2026/05/04,16:00 EDT,-0.3899994,65.46,66.05,63.78,60031824,20260409,48.8,2.0,1.0,,,,BUY
TQQQ,64.91,2026/05/04,16:00 EDT,-0.3899994,65.46,66.05,63.78,60031824,20260402,43.25,3.0,1.0,,,,BUY
TQQQ,64.91,2026/05/04,16:00 EDT,-0.3899994,65.46,66.05,63.78,60031824,20260323,44.6,6.0,,,,,SELL
TQQQ,64.91,2026/05/04,16:00 EDT,-0.3899994,65.46,66.05,63.78,60031824,20260321,43.08,6.0,1.0,,,,BUY
TQQQ,64.91,2026/05/04,16:00 EDT,-0.3899994,65.46,66.05,63.78,60031824,20260227,48.52,2.0,1.0,,,,SELL
TQQQ,64.91,2026/05/04,16:00 EDT,-0.3899994,65.46,66.05,63.78,60031824,20260225,49.78,2.0,1.0,,,,BUY
TQQQ,64.91,2026/05/04,16:00 EDT,-0.3899994,65.46,66.05,63.78,60031824,20260212,50.3,1.0,0.5,,,,SELL
TQQQ,64.91,2026/05/04,16:00 EDT,-0.3899994,65.46,66.05,63.78,60031824,20251226,54.09,1.0,0.5,,,,SELL
TQQQ,64.91,2026/05/04,16:00 EDT,-0.3899994,65.46,66.05,63.78,60031824,20251219,52.98,1.0,0.6,,,,BUY
TQQQ,64.91,2026/05/04,16:00 EDT,-0.3899994,65.46,66.05,63.78,60031824,20251218,51.9,2.0,1.0,,,,SELL
TQQQ,64.91,2026/05/04,16:00 EDT,-0.3899994,65.46,66.05,63.78,60031824,20251212,53.0,2.0,1.0,,,,BUY
TQQQ,64.91,2026/05/04,16:00 EDT,-0.3899994,65.46,66.05,63.78,60031824,20251120,52.29,3.0,1.0,,,,SELL
TQQQ,64.91,2026/05/04,16:00 EDT,-0.3899994,65.46,66.05,63.78,60031824,20251119,102.09,1.0,1.0,,,,BUY
TQQQ,64.91,2026/05/04,16:00 EDT,-0.3899994,65.46,66.05,63.78,60031824,20251108,106.48,1.0,1.0,,,,BUY
XLU,46.37,2026/05/04,16:00 EDT,-0.18,46.26,46.85,46.09,18017832,,,,,,,,
USAI,47.4275,2026/05/04,15:19 EDT,0.485703,47.03,47.4275,47.1,3448,20260212,44.11,2.0,0.9,,,,BUY
CEGX,20.37,2026/05/04,16:00 EDT,1.53,18.87,20.87,18.87,114925,20260430,19.57,4.0,,,,,BUY
CEGX,20.37,2026/05/04,16:00 EDT,1.53,18.87,20.87,18.87,114925,20260302,21.35,4.0,1.0,,,,SELL
CEGX,20.37,2026/05/04,16:00 EDT,1.53,18.87,20.87,18.87,114925,20260225,22.36,1.0,0.2,,,,BUY
CEGX,20.37,2026/05/04,16:00 EDT,1.53,18.87,20.87,18.87,114925,20260224,20.6,2.0,0.4,,,,BUY
CEGX,20.37,2026/05/04,16:00 EDT,1.53,18.87,20.87,18.87,114925,20260212,16.02,3.0,0.5,,,,SELL
CEGX,20.37,2026/05/04,16:00 EDT,1.53,18.87,20.87,18.87,114925,20260211,16.35,2.0,0.4,,,,BUY
CEGX,20.37,2026/05/04,16:00 EDT,1.53,18.87,20.87,18.87,114925,20260211,16.22,2.0,0.3,,,,BUY
CEGX,20.37,2026/05/04,16:00 EDT,1.53,18.87,20.87,18.87,114925,20260203,15.32,4.0,0.7,,,,SELL
CEGX,20.37,2026/05/04,16:00 EDT,1.53,18.87,20.87,18.87,114925,20260123,18.34,3.0,0.6,,,,BUY
PLTM,18.69,2026/05/04,16:00 EDT,-0.3699,18.92,19.01,18.62,283254,20260305,20.4,4.0,0.8,,,,SELL
PLTM,18.69,2026/05/04,16:00 EDT,-0.3699,18.92,19.01,18.62,283254,20260212,20.55,4.0,0.8,,,,BUY
NVDL,92.41,2026/05/04,16:00 EDT,0.19000244,93.1,95.27,88.795,7053890,20260312,81.9,1.0,0.9,,,,SELL
NVDL,92.41,2026/05/04,16:00 EDT,0.19000244,93.1,95.27,88.795,7053890,20260303,79.14,1.0,0.8,,,,BUY
NVDL,92.41,2026/05/04,16:00 EDT,0.19000244,93.1,95.27,88.795,7053890,20260227,79.35,1.0,0.8,,,,SELL
NVDL,92.41,2026/05/04,16:00 EDT,0.19000244,93.1,95.27,88.795,7053890,20260224,91.0,1.0,0.9,,,,BUY
NVDL,92.41,2026/05/04,16:00 EDT,0.19000244,93.1,95.27,88.795,7053890,20260113,85.6,1.0,0.9,,,,SELL
NVDL,92.41,2026/05/04,16:00 EDT,0.19000244,93.1,95.27,88.795,7053890,20260113,84.8,1.0,0.9,,,,SELL
NVDL,92.41,2026/05/04,16:00 EDT,0.19000244,93.1,95.27,88.795,7053890,20260109,87.2,1.0,0.9,,,,BUY
NVDL,92.41,2026/05/04,16:00 EDT,0.19000244,93.1,95.27,88.795,7053890,20260106,89.22,1.0,0.9,,,,BUY
NVDL,92.41,2026/05/04,16:00 EDT,0.19000244,93.1,95.27,88.795,7053890,20251226,88.87,3.0,1.0,,,,SELL
NVDL,92.41,2026/05/04,16:00 EDT,0.19000244,93.1,95.27,88.795,7053890,20251211,81.66,1.0,0.8,,,,BUY
NVDL,92.41,2026/05/04,16:00 EDT,0.19000244,93.1,95.27,88.795,7053890,20251209,91.47,2.0,1.0,,,,BUY
NVDL,92.41,2026/05/04,16:00 EDT,0.19000244,93.1,95.27,88.795,7053890,20251120,96.0,2.0,1.0,,,,SELL
NVDL,92.41,2026/05/04,16:00 EDT,0.19000244,93.1,95.27,88.795,7053890,20251120,92.06,1.0,0.9,,,,SELL
NVDL,92.41,2026/05/04,16:00 EDT,0.19000244,93.1,95.27,88.795,7053890,20251119,90.48,1.0,0.9,,,,BUY
NVDL,92.41,2026/05/04,16:00 EDT,0.19000244,93.1,95.27,88.795,7053890,20251112,95.9,1.0,1.0,,,,BUY
GRAB270115C00010000,0.06,2026/05/04,15:54 EDT,0.0,0.07,0.07,0.06,2252,20251126,0.33,1.0,1.0,,,,BUY
GRAB270115C00010000,0.06,2026/05/04,15:54 EDT,0.0,0.07,0.07,0.06,2252,20250903,0.35,1.0,0.0,,,,BUY
GRAB270115C00010000,0.06,2026/05/04,15:54 EDT,0.0,0.07,0.07,0.06,2252,20250818,0.4,1.0,1.05,,,,BUY
GRAB270115C00010000,0.06,2026/05/04,15:54 EDT,0.0,0.07,0.07,0.06,2252,20250731,0.45,1.0,1.05,,,,BUY
GRAB270115C00010000,0.06,2026/05/04,15:54 EDT,0.0,0.07,0.07,0.06,2252,20250703,0.45,1.0,0.5,,,,BUY
GRAB270115C00010000,0.06,2026/05/04,15:54 EDT,0.0,0.07,0.07,0.06,2252,20250508,0.49,1.0,0.5,,,,BUY
GRAB270115C00010000,0.06,2026/05/04,15:54 EDT,0.0,0.07,0.07,0.06,2252,20250416,0.35,1.0,1.06,,,,BUY
GRAB270115C00010000,0.06,2026/05/04,15:54 EDT,0.0,0.07,0.07,0.06,2252,20250220,0.97,1.0,1.0,,,,BUY
GRAB270115C00010000,0.06,2026/05/04,15:54 EDT,0.0,0.07,0.07,0.06,2252,20250121,0.75,1.0,0.7,,,,BUY
IYK,71.11,2026/05/04,16:00 EDT,-0.540001,71.165,71.695,70.86,174080,20260305,74.14,1.0,0.75,,,,SELL
IYK,71.11,2026/05/04,16:00 EDT,-0.540001,71.165,71.695,70.86,174080,20260212,75.86,1.0,0.8,,,,BUY
EXR,139.33,2026/05/04,16:00 EDT,-2.69,140.98,141.72,138.82,569197,20260427,140.5,0.5,,,,,SELL
EXR,139.33,2026/05/04,16:00 EDT,-2.69,140.98,141.72,138.82,569197,20260223,155.0,0.5,0.8,,,,BUY
SOXL,127.55,2026/05/04,16:00 EDT,-2.84999,132.195,133.67,123.8,46014638,20260429,118.0,1.0,,,,,BUY
SOXL,127.55,2026/05/04,16:00 EDT,-2.84999,132.195,133.67,123.8,46014638,20260227,61.3,1.0,0.6,,,,SELL
SOXL,127.55,2026/05/04,16:00 EDT,-2.84999,132.195,133.67,123.8,46014638,20260223,64.4,1.0,0.7,,,,BUY
SOXL,127.55,2026/05/04,16:00 EDT,-2.84999,132.195,133.67,123.8,46014638,20251223,42.48,2.0,0.9,,,,SELL
SOXL,127.55,2026/05/04,16:00 EDT,-2.84999,132.195,133.67,123.8,46014638,20251219,41.55,2.0,0.8,,,,BUY
SOXL,127.55,2026/05/04,16:00 EDT,-2.84999,132.195,133.67,123.8,46014638,20251211,45.9,2.0,0.9,,,,SELL
SOXL,127.55,2026/05/04,16:00 EDT,-2.84999,132.195,133.67,123.8,46014638,20251205,47.27,2.0,0.9,,,,BUY
SOXL,127.55,2026/05/04,16:00 EDT,-2.84999,132.195,133.67,123.8,46014638,20251113,38.39,2.0,0.8,,,,SELL
SOXL,127.55,2026/05/04,16:00 EDT,-2.84999,132.195,133.67,123.8,46014638,20251107,40.73,1.0,,,,,BUY
SOXL,127.55,2026/05/04,16:00 EDT,-2.84999,132.195,133.67,123.8,46014638,20251105,43.0,1.0,0.43,,,,BUY
KDEF,63.0,2026/05/04,16:00 EDT,-1.75,64.0,64.5444,62.67,292757,20260312,59.61,1.0,,,,,SELL
KDEF,63.0,2026/05/04,16:00 EDT,-1.75,64.0,64.5444,62.67,292757,20260204,56.97,1.0,0.6,,,,SELL
KDEF,63.0,2026/05/04,16:00 EDT,-1.75,64.0,64.5444,62.67,292757,20260116,55.36,1.0,0.6,,,,BUY
KDEF,63.0,2026/05/04,16:00 EDT,-1.75,64.0,64.5444,62.67,292757,20260109,51.3,1.0,0.5,,,,BUY
ECH,40.11,2026/05/04,16:00 EDT,-1.41,41.27,41.36,39.95,1049578,20260312,39.9,1.0,0.4,,,,SELL
ECH,40.11,2026/05/04,16:00 EDT,-1.41,41.27,41.36,39.95,1049578,20260223,43.84,1.0,0.4,,,,BUY
