Symbol,Current Price,Date,Time,Change,Open,High,Low,Volume,Trade Date,Purchase Price,Quantity,Commission,High Limit,Low Limit,Comment,Transaction Type
NVDA,198.48,2026/05/04,16:00 EDT,0.02999878,199.54,201.73,194.74,124170649,20240517,92.748,1.43,1.5,,,,BUY
NVDA,198.48,2026/05/04,16:00 EDT,0.02999878,199.54,201.73,194.74,124170649,20240209,71.183,1.07,1.5,,,,BUY
PLTR,146.03,2026/05/04,16:00 EDT,1.9599915,147.835,149.62,145.225,63559848,20240910,33.81,3.587,1.5,,,,SELL
PLTR,146.03,2026/05/04,16:00 EDT,1.9599915,147.835,149.62,145.225,63559848,20240822,32.06,3.0,0.0,,,,BUY
PLTR,146.03,2026/05/04,16:00 EDT,1.9599915,147.835,149.62,145.225,63559848,20240426,22.3,3.587,1.5,,,,BUY
SOFI,16.2,2026/05/04,16:00 EDT,-0.22999954,16.46,16.78,16.13,65866874,20241218,15.29,10.0,1.5,,,,SELL
SOFI,16.2,2026/05/04,16:00 EDT,-0.22999954,16.46,16.78,16.13,65866874,20240808,6.35,15.0,1.5,,,,BUY
SOFI,16.2,2026/05/04,16:00 EDT,-0.22999954,16.46,16.78,16.13,65866874,20240508,7.07,15.0,1.5,,,,BUY
TSLA,392.51,2026/05/04,16:00 EDT,1.6900024,390.06,394.64,384.8004,48463706,20241227,431.65,1.0,1.5,,,,SELL
TSLA,392.51,2026/05/04,16:00 EDT,1.6900024,390.06,394.64,384.8004,48463706,20241220,422.35,1.0,1.5,,,,BUY
TSLA,392.51,2026/05/04,16:00 EDT,1.6900024,390.06,394.64,384.8004,48463706,20241010,239.77,0.5,1.5,,,,BUY
TSLA,392.51,2026/05/04,16:00 EDT,1.6900024,390.06,394.64,384.8004,48463706,20241003,244.31,0.5,1.5,,,,BUY
TSLA,392.51,2026/05/04,16:00 EDT,1.6900024,390.06,394.64,384.8004,48463706,20240730,229.82,0.5,1.5,,,,BUY
TSLA,392.51,2026/05/04,16:00 EDT,1.6900024,390.06,394.64,384.8004,48463706,20240520,174.41,0.5,1.5,,,,BUY
AMZN,272.05,2026/05/04,16:00 EDT,3.6299744,268.995,276.1,268.822,48861402,20260210,207.75,1.0,1.5,,,,SELL
AMZN,272.05,2026/05/04,16:00 EDT,3.6299744,268.995,276.1,268.822,48861402,20250311,192.89,1.0,1.5,,,,SELL
AMZN,272.05,2026/05/04,16:00 EDT,3.6299744,268.995,276.1,268.822,48861402,20240731,185.47,1.0,1.5,,,,BUY
AMZN,272.05,2026/05/04,16:00 EDT,3.6299744,268.995,276.1,268.822,48861402,20240718,183.84,0.4,1.5,,,,BUY
AMZN,272.05,2026/05/04,16:00 EDT,3.6299744,268.995,276.1,268.822,48861402,20240515,184.25,0.6,1.5,,,,BUY
EOSE,6.38,2026/05/04,16:00 EDT,-0.069999695,6.4,6.41,6.12,14791074,20260226,6.6,30.0,1.5,,,,SELL
EOSE,6.38,2026/05/04,16:00 EDT,-0.069999695,6.4,6.41,6.12,14791074,20250718,5.87,15.0,1.5,,,,SELL
EOSE,6.38,2026/05/04,16:00 EDT,-0.069999695,6.4,6.41,6.12,14791074,20250529,4.91,20.0,1.5,,,,BUY
EOSE,6.38,2026/05/04,16:00 EDT,-0.069999695,6.4,6.41,6.12,14791074,20241107,2.82,25.0,1.5,,,,BUY
QSI,0.9715,2026/05/04,16:00 EDT,0.013300002,0.95,0.985,0.94,2861907,20250512,1.42,40.0,1.5,,,,SELL
QSI,0.9715,2026/05/04,16:00 EDT,0.013300002,0.95,0.985,0.94,2861907,20241227,3.11,30.0,1.5,,,,SELL
QSI,0.9715,2026/05/04,16:00 EDT,0.013300002,0.95,0.985,0.94,2861907,20241120,1.65,70.0,1.5,,,,BUY
QQQ,672.88,2026/05/04,16:00 EDT,-1.2999878,674.64,676.73,668.9,33803237,,,,,,,,
MSFT,413.62,2026/05/04,16:00 EDT,-0.5750122,411.55,420.78,410.8,26572430,,,,,,,,
TSM,401.61,2026/05/04,16:00 EDT,3.93997,404.515,407.7,395.2,9938256,,,,,,,,
